,Unnamed: 0,Type Of Traveller,Seat Type,Route,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,reviews,stars,date,country,verified,Sentiment,Analysis
1489,1492,Solo Leisure,First Class,London to Berlin Tegel,2.0,2.0,1.0,4.0,2,0,london berlin tegel return becoming ever difficult notice difference british airway budget airline saving grace ive never experienced issue flying noticeable cost cutting measure include removal complimentary onboard food drink also ba removed toilet economy within fleet make space seat row meaning one economy toilet disgraceful flight berlin busy line sole toilet existed throughout duration flight meaning flight attendant couldnt offer efficient trolley service involved continual display passenger weaving aisle seat feel staff often work tirelessly,1,2017-12-02,United Kingdom,True,0.0946,Neutral
1490,1493,Family Leisure,First Class,London Heathrow to Dubai,3.0,4.0,2.0,3.0,1,0,flew london heathrow dubai arrived new wing quick process concorde lounge noticed check staff mention concorde lounge per se straight sir st class lounge option rammed pleased confirm concorde lounge long overdue makeover look bit better snack glass fizz made way terminal b friendly fa showed wife seat looked freshly cleaned pushed back time st class full airborne dinner mezze start nice chicken thingy main horrible cheese biscuit conclude wine ok seat new first wearing well looking somewhat tired managed get sleep bed usual duvet blanket tall guy need space club world option horrendous pleased confirm mr alex cruz ba ceo reintroduced flower st wc reader recall cancelled last year save cost mr cruz want save cost get rid gas guzzler full st cabin generate revenue flower wcs probably cost pleased see airline still flying gone bankrupt reintroduction eight quid worth flower per flight st product mediocre compared say emirate said sort upmarket business class id agree one would think ba would want make big impression route least high end food logic something ba seem understand given high level negative review site disappointing,1,2017-12-01,United Kingdom,True,0.8932,Positive
1491,1494,Family Leisure,First Class,Dubai to London Heathrow,3.0,2.0,2.0,2.0,2,0,flew british airway dubai london heathrow arrived dubai airport checked endured horrendous security ba fault walked mile new lounge weird set walk club option considerable variation food tiny room small option food seating mediocre made way plane departed bang time airbourne went lunch straight away couple gts arabic lamb starter boring tasteless option skipped soup salad beef main good exceptional wow factor nice red wine ok mid priced stuff bottle wife told beef unavailable friend beef challenged told beef aboard flight full week people beef joke wife arab dish like came coffee friend choice chocolate wife box offered le demanded back pushy fa ba cabin staff good one pr disaster flight smooth way home another sad experience national carrier definitely worth extreme price posted route,3,2017-12-01,United Kingdom,True,0.9033,Positive
1492,1495,Business,Business Class,Saint Lucia to London Gatwick,2.0,3.0,2.0,4.0,2,0,flew british airway saint lucia london gatwick agree recent review ba quality severely lacking compared oneworld carrier business class addressed name staff seemed rushed proactive ask anything required breakfast item available seat space comfort seriously par nobody came collect rubbish prior landing remained floor front feel like valued customer,1,2017-12-01,United Kingdom,True,0.8176,Positive
1493,1496,Business,Business Class,London Heathrow to Belfast,4.0,5.0,4.0,4.0,4,1,flew london heathrow belfast george best airport ba boarding well controlled breakfast food served onboard good also impressed fast efficient service arrived belfast ahead schedule time overall good flight service,1,2017-12-01,United Kingdom,True,0.9517,Positive
1494,1497,Solo Leisure,Economy Class,London to Miami,1.0,1.0,3.0,1.0,1,0,london miami british airway disappointing need improve fast cancelled flight morning flight buy new flight compensation offered recent trip miami expired esta instead letting know could put flight small fee let buy new flight offered refund phoned complain ba member must say customer service atrocious company spiralling,4,2017-11-30,United Kingdom,True,-0.5859,Negative
1495,1498,Couple Leisure,Business Class,London Heathrow to New York JFK,4.0,5.0,5.0,4.0,4,1,flew london heathrow new york jfk flown route number time british airway first experience new club world offering white company bedding improved catering refurbished club world cabin new improvement excellent particularly catering presentation taste new food significant step previous club world catering offering new pick starter desert option display trolley real nice touch new bedding make club world bed much comfortable sleep,1,2017-11-30,United Kingdom,True,0.9517,Positive
1496,1499,Business,Economy Class,Berlin to London City,1.0,1.0,1.0,1.0,1,0,berlin london city never experienced unreliable unprofessional airline hard contact flight kept delayed hour hour delay point fly london anymore missed important meeting told get flight price refunded also get compensation day call customer support ask refund told get refund within day week notice still havent refunded difficult contact phone hotline available pm mondayfriday hide contact form somewhere deep website managed send message get reply day later telling cant reply case via email call want point get deserved flight price refund take hour work able call short opening time hold turn made mistake refund ticket within next hour convenient mistake forget refund able look via email inquiry asked compensation get offered avios point thanks level unreliability bad customer service make sure never fly british airway make sure tell friend experience,1,2017-11-30,Germany,True,0.3843,Neutral
1497,1500,Solo Leisure,Economy Class,Funchal to London Gatwick ,5.0,5.0,5.0,5.0,5,1,flew funchal london gatwick wanted thank staff aircraft retrieving game console pleasure fly great airline like british airway left console flight realised left behind headed help desk located baggage control area staff friendly happy assist gentleman made call happening air hostess appeared console hand really made appreciate flying high quality airline future flight madeira certainly going british airway,9,2017-11-30,United Kingdom,True,0.9834,Positive
1498,1501,Couple Leisure,Business Class,Newcastle to San Francisco via London Heathrow,4.0,5.0,4.0,3.0,3,0,flew newcastle san francisco via london heathrow british airway one issue another flight newcastle boarded early due weather condition london departed late two hour layover connecting flight arrived thirty minute prior departure san francisco told disembarkation rerouted via washington booked flight san francisco also departed late sat lounge watching push back finally got washington bound aircraft delayed order allow late arriving passenger amsterdam catch flight delay meant late departure caught computer problem heathrow thus delaying flight eventually arrived washington twenty minute next connecting flight announcement tannoy system u hurry physical help available obviously missed flight spent next hour around trying find help checkin desk practically empty airport united acting behalf ba checked u onto flight following morning ba staff eventually found u hotel room thirty minute drive away ironically ba personnel busy ensuring passenger amsterdam caused late departure made connecting flight therefore available help u also downgraded economy flight washington san francisco business class full eventually got san francisco hour scheduled arrival ba offered compensation either time lost downgrade class pay taxi hotel cost prebooked unused hotel san francisco airline blamed everything circumstance would accept responsibility good experience nobody really care,8,2017-11-30,United Kingdom,True,0.8016,Positive
1499,1502,Couple Leisure,Business Class,Manchester to London,1.0,3.0,3.0,1.0,3,0,manchester london flying business class expected fast track boarding ala fast track boarding queue longer normal boarding queue flight case end plane either side curtain front offered quick sandwich drink behind purchase short flight time leg room front plane exactly rear except middle seat blocked though felt like business class plane ground pre boarding certainly ba need improve fast,8,2017-11-28,United Kingdom,True,0.6908,Positive
1500,1503,Family Leisure,Economy Class,London to Athens,3.0,3.0,2.7078152753108347,1.0,2,0,london athens date flight received text message email saying flight full could check carry luggage free later another text saying minute delay airport almost plus hour checked machine couldnt allocate seat number british airway assistant came successfully gave boarding pas seat number seating cafe checking tv screen every minute said delay flight scheduled tried pas security machine would allow scan boarding pas asked seek assistance security officer told lost flight flight suggested go counter c counter c lady told flight lost explaining flight delayed made phone call tried explain whole situation told go security bar code boarding pas valid minute went straight exit packed people sitting waited gate another almost hour total delay arrival athens hr min,8,2017-11-26,Greece,True,0.6308,Positive
1501,1504,Business,Economy Class,Berlin Tegel to London Heathrow,4.0,1.0,2.7078152753108347,2.0,1,0,disappointing scheduled british airway flight connect long haul flight heathrow flown ba past sad see ba service went year meal drink purchase uninspired staff delay inbound flight would fly low cost carrier instead since thats exactly ba achieves many year ago one european flagship carrier fun fly ba another shrinking violet,8,2017-11-25,Germany,True,-0.7184,Negative
1502,1505,Couple Leisure,Business Class,London Heathrow to Doha,2.0,3.0,2.0,2.0,3,0,really frill business class flight part trip qatar airway unfortunately london doha operated british airway seat cramped really outdated compared major airline ife really poor old screen system poor range option meal good related price pay fa really dull nothing wrong effort communicate passenger like fa airline ba really need refresh renovate business class cabin might excellent innovation back mid industry moved,1,2017-11-25,United Kingdom,True,0.3031,Neutral
1503,1506,Couple Leisure,Economy Class,Singapore to Sydney,3.0,1.0,1.0,3.0,2,0,british airway seriously lacking area singapore sydney return economy fly route often usually qantas great flight sydney hour night people looking maximise sleep especially come london cabin crew surly unhelpful seemed rushed disorganised departure took almost three hour get dinner service done turn light people could get rest flight cabin crew chatted loudly seemed unaware people may actually want rest get sleep food average also two hour landing serve pre landing breakfast snack sandwich wrapped plastic tea coffee competition strong route would never use,3,2017-11-24,Singapore,True,0.7351,Positive
1504,1507,Business,Economy Class,London Heathrow to Basel,2.0,1.0,1.0,1.0,1,0,london heathrow basel boarding many priority boarding passenger fall category left feel like secondclass citizen new numbering system likely cement impression since traveling lowprice ticket found seated right back airplane yes ba appears intent replicating england class system board delay minute due french atc strike obviously ba fault drink even water offered wait tarmac take drink trolley moved painfully slowly cabin ba offer heated sandwich slowing bob service even two ec cabin crew serving first place beyond nocash policy contributes snailpace progress trolley trolley cup tea within grasping distance captain announced would landing ten minute end service someone back quipped opted premium seat yes ba joke attitude towards passenger customer shameless embarrassing wasnt left airport able get cup tea needle say eurowings easyjet thing much better,2,2017-11-24,United Kingdom,True,0.4215,Neutral
1505,1508,Couple Leisure,Economy Class,Miami to London Heathrow,1.0,5.0,1.0,3.0,3,0,miami london heathrow bit mixed bag boarding miami conducted efficiently flight departed time albeit passenger still getting seat aircraft pushed back much safety seat would remain upright position resulting uncomfortable flight subsequent aching back arrival heathrow also wife ife failed mid flight impossible hear information flight deck ageing really desperate need replacement congealed chicken curry disgusting unpalatable alternative pasta dish deemed acceptable minimal breakfast offering leaf lot desired redeeming feature excellent service provided young enthusiastic cabin crew must feel demoralised given poor quality product support flight arrived early luggage delivered promptly,2,2017-11-24,United Kingdom,True,0.079,Neutral
1506,1509,Business,Business Class,Prague to Washington via London,1.0,1.0,1.0,1.0,1,0,prague washington via london british airway turned worst airline flown unfortunately forced fly often prg want connect one world partner aa exec plat status ba charge everything including water prglhr small business class seat economy dried breakfast tasteless flight attendant could care le asked coffee told landing soon min landing thought earlier london washington broken seat sofa supposed lie broke caved floor moved twice found functioning seat food dried beef red gave headache two sip entertainment system movie compared option aa flight overall horrible experience extra added cost flying lhr paying extra tax ridiculous ba flight prglhr onboard luggage allowance charge usd checked luggage even emerald partner horrible food aircraft lhr transfer experience good luck ba avoid cost included picture bathroom broken,3,2017-11-23,United States,True,-0.9517,Negative
1507,1510,Couple Leisure,First Class,Cape Town to London,4.0,5.0,5.0,4.0,4,1,cape town london report positive experience flight moment boarded cabin crew polite efficient provided highclass service throughout seat ef suffer bit poor storage space lack privacy best couple glass kept toppedup even takeoff menu provided four choice starter main dish wellpresented wellcooked talking cabin crew seems staff trained prepare present food greater care really showed flight ife screen usual low resolution limited selection film still wifi course takeoff landing schedule announcement cockpit typical air friendly professionalism excellent flight overall,3,2017-11-23,United Kingdom,True,0.9062,Positive
1508,1511,Business,Premium Economy,Bangkok to London Heathrow,2.0,4.0,3.0,5.0,3,0,bangkok london heathrow despite negative review decided fly ba recent trip europe route ba daylight flight cant stand midnight plus departure night flight cant sleep anyway arrive destination wasted luggage allowance premium economy advertised seemed comfortable cabin stylish service fare also pretty good end admit mate right let along issue following purchased ticket premium economy advertised seat ba thailand website reflecting newer version fact one operates lhrbkklhr route refitted seat date early almost two decade ago pay pound way select seat come yes got amenity kit better pillow british paper predepartures drink full bar plenty drink keep going hr plus seat old comfy ife belongs late disgrace industry great sound good headset rubbish tiny screen poor picture quality spent hr looking ceiling could see squat seat way outdated cabinseat dirty however bit better lhr still great meal service good bkk bar service peanut savory snack napkin main dish ok appetizer dessert cheap joke cheese cracker enough left starving economy even worst say better return leg give detail bit cabin crew told reverted old style way many complaint jc brand new la carte service well cabin crew operating leg great professional approachable present cabin every min drink lhr main meal time pretty good including cheese cracker much better appetizer plus desert false note meal preselection get served first special meal offer drink wait long time meal cold sent back replace right away clearly waste time preselecting meal mean sure get choice casserole wish served time others bar right behind one enjoy glass red steak pax special meal service wait crew way hand veggie lover often drink anyway time decent meal said middle service meant h lunch breakfast without even snack acceptable long haul funny enough bkklhr feature three meal lhrbkk leg ba could much better great force way many cost cutting left right upgraded fleet least year ago clear ceo running ba ground need get sack share holder sooner rather later,8,2017-11-21,Thailand,True,0.9965,Positive
1509,1512,Solo Leisure,Economy Class,London Gatwick to Verona,4.0,2.0,2.7078152753108347,1.0,1,0,hour delay airport flight destined verona arrival time rerouted venice meaning bus transfer arrival passsengers informed minute boarding plane change planned stay night friend going pick airport unsociable hour morning could longer disturb explained ba advised rep would help find hotel would reimbursed arrival brusquely told ba rep go online find accommodation hour delay phone battery life left borrow fellow passenger phone search cheapest motel near airport mile away transpires ba knew technical problem morning flight yet sent passenger email urging u get airport even earlier wasted hour gatwick could carried working also known would tried get earlier flight postpone journey top passenger finally arrived deserted airport verona taxi ba thought contacting local taxi informing queue tired client wait missed dinner reunion astonishment british airway refused reimburse hotel bill stating got destination hadnt even counted extra taxi bill incurred expect ba reimburse hotel goodwill gesture impressed,2,2017-11-21,United Kingdom,True,-0.8625,Negative
1510,1513,Business,Economy Class,Madrid to London Heathrow,3.0,4.0,2.7078152753108347,3.0,1,0,flew british airway madrid london heathrow aircraft full people asked checkin hand luggage case leave aircraft pick upon arrival must say find irritating one piece luggage within rule people didnt asked truly felt low cost airline sad see shorthaul ba never,9,2017-11-20,Portugal,True,-0.7654,Negative
1511,1514,Solo Leisure,First Class,Tel Aviv to London,5.0,4.0,5.0,2.0,5,1,tel aviv london arrived airport lot time due story long security take story true although actually efficient well organised airport thorough border immigration service well passenger face enhanced security scanning hand luggage etc limited priority option available first class passenger although suspect airport british airway lounge provided third party one business first isnt really acceptable business would fine guess much seating food offering almost non existent drink limited even main coffee machine broken another complicated machine instruction hebrew gate usual priority boarding queue well regular queue priority queue included first club passenger well oneworld emerald sapphire ruby member lot people whilst nice offer perk member really another queue first oneworld emerald queue quite long service board didnt start well due confusion amongst crew got missed crew offering drink amenity kit etc seeing every one finished crew relaxing front go galley ask apologetic provided excellent service rest flight kind mistake really shouldnt happen first seat comfortable offer reasonable level privacy storage space annoyingly ife stowed take landing limit much watch thales entertainment system quality reasonable fairly good selection thing watch food drink board excellent including delicious veal cheek main course wonderful wine went together well aside hiccup beginning whole experience board felt attentive special would nice referred name ba airline even business class arrival priority bag came incredibly quickly belt got impressive immigration also quick overall nice flight solid product excellent crew let ground service israel used avios companion voucher flight worked excellent value money,1,2017-11-20,United Kingdom,True,0.9961,Positive
1512,1515,Solo Leisure,Business Class,London to Tel Aviv,5.0,4.0,4.0,4.0,5,1,london tel aviv arrived heathrow pm expecting busy check security felt like pm easy quick process included regular rather fast track security didnt follow sign properly used gallery south lounge first impression actually pretty poor although later improve food offering arrival sandwich soup dry cake wasnt really acceptable although hour arrived evening meal laid good selection hot cold dish quite tasty drink overall good always british airway although champagne served request quality one provided really quite appalling term seating enough passenger quite busy due broken different area felt like nice place although better variety seating including comfortable chair would appreciated well bit modernising biggest failing staff lounge similar staff factory canteen find competitor lounge smile free go long way whilst unobtrusive good quality eerily walking around slightly like zombie seruptitiously clearing table without interaction whatsoever plain odd area find completely standard toilet whilst kept clean nice touch flower etc general standard toilet decor like cheap gym locker room regular heathrow airport toilet far far nicer higher quality whilst individual toilet cubicle self contained wash area nice arent really enough regular wash room facility urinal well would make easier board friend centre two seat back cabin meant basically private suite well direct aisle access seat fantastic travelling someone good business offering airline term comfort privacy access unfortunately ancient old ife completely unacceptable product term resolution selection even fact screen wont even stay place fold away british airway need active plan refurbish replace aircraft end story even thales system showing age rockwell collins one make vhs tape look state art cabin crew slightly mixed term level service experience clearly sync serving drink meal etc rather abrupt unfriendly others however absolutely wonderful made whole flight wonderful experience food drink board actually quite good although board service new club world one route yet overall enjoyable flight booked using avios companion voucher exceptional value money said would still considered good value even paying cash,5,2017-11-20,United Kingdom,True,0.9977,Positive
1513,1516,Family Leisure,Economy Class,Kuala Lumpur to Madrid via London,4.0,3.0,2.0,3.0,4,1,kuala lumpur madrid via london first time flying ba low expectation fortunately experience pleasant seat generally comfortable overall service good service kullhr brusque meal served long take child already sleeping past midnight asked could later reply curt couldnt give u later would snack offer got hungry would wait hour later next meal luckily return route courteous cabin crew spoke politely aircraft appeared new seat wide enough u people complained entertainment unit seat didnt like though arm rest couldnt kept totally seat child could lie across seat mine armrest kind went max degree angle seat pocket small there little kept inside toilet generally clean toilet seat lid didnt work properly always fall back never seat liner food average,10,2017-11-19,Malaysia,True,0.9589,Positive
1514,1517,Solo Leisure,Economy Class,Madrid to London Heathrow,3.0,1.0,1.0,2.0,3,0,madrid london heathrow busy monday evening november entirely mixed affair boarding satellite terminal efficient well managed boarding rather slow many people allowed bring aboard large amount luggage resulted bag removed placed hold passenger poorly behaved argued staff every single seat occupied quite hard staff trendy safety instruction took place video certain uk based tv personality english inflight service poor ordered sandwich drink receipt chucked disembarkation slow due large amount luggage regard health safety matter british airway route alternative offering better service,2,2017-11-19,United Kingdom,False,0.813,Positive
1515,1518,Couple Leisure,Economy Class,Bologna to London Heathrow,1.0,1.0,2.0,4.0,2,0,flew british airway bologna london heathrow arrived bologna airport told bag check plane overbooked would wait boarding closed would know seat u amazed surprised since booked return flight several week earlier arrived airport good time member staff dealing u particularly brusque unhelpful information given typed sheet setting fact travel would able claim compensation u acceptable since lake district following day eventually allowed onto plane would made fellow passenger seemed know get around queue situation thought problem found well known cut price airline,5,2017-11-19,United Kingdom,False,0.765,Positive
1516,1519,Couple Leisure,Economy Class,Baltimore to Rome via London,1.0,2.0,1.0,1.0,1,0,husband booked honeymoon italy american airline unknowingly routed u partner airline british airway ran immediately trouble received email notice flight changed minute layover london heathrow would arrive rome planned decided give shot regardless arrived bwi discovered aa flight packed bag ba would allow three checked bag instead british airway allows one checked bag pay close additional luckily gentleman counter checked bag charge cant say rest trip found flight full placed seat together hr flight middle seat neighbor flight refused swap seat originally pity complaining lovely woman swapped arrived london around late course running next terminal attempt make connection missed flight unable make security ba representative told u next flight full would wait pm explained honeymoon afternoon ticket reservation rome ba representative able find two seat pm flight missed ticket reservation able get rome dinner upon return flight attempted three time reserve seat online via british airway app web learning website kept giving u error screen even though charge pending paypal account eventually make international call pay ensure able sit next hr flight home though could select seat connecting flight london arrived rome check got hit additional baggage fee tried explain representative refused comp bag upon arriving gate ticket pinged extra bag paid luckily receipt paying hr earlier otherwise imagine wouldve shell crossing finger safe trip home delayed flight rome london fly british airway prepare nickled dimed every part journey,1,2017-11-18,United States,False,0.5719,Positive
1517,1520,Couple Leisure,Business Class,London Heathrow to Johannesburg,4.0,4.0,4.0,4.0,4,1,verified review flew british airway london heathrow johannesburg plane satellite c used b gallery lounge quiet pleasant efficient boarding seat jk upper deck provided good privacy despite proximity toilet mixed crew fa young enthusiastic inflight service good notable improvement quality food ie course delivered individually seat main course cooked crisp ife lagging behind offered competitor small screen limited movie breakfast included four hot option palatable usual overall good flight although look forward promised improvement,1,2017-11-17,United Kingdom,False,0.9776,Positive
1518,1521,Solo Leisure,Economy Class,London Heathrow to Brussels,4.0,1.0,3.0,5.0,3,0,verified review london heathrow brussels travel surgery done belgium going staff checkin amazing missed plane everything possible next flight good price however coming back london staff quite rude acknowledging got plane asked could help place hand luggage locker could carry anything lift hand due operation first staff member entrance told ask member staff closer seat one could help try come thats member staff refused told wasnt allowed carry bag unless help even explaining situation ignored left alone suitcase luckily another passenger heard carried bag top helped get end work retail know customer service disappointed expirience coming back especially plane angry situation next time think twice choosing company,4,2017-11-17,United Kingdom,False,0.8238,Positive
1519,1522,Solo Leisure,Premium Economy,London to San Francisco,1.0,1.0,1.0,3.0,1,0,verified review flew london san francisco british airway provided functional disinterested service ten hour flight given necessary certainly ignored five hour even glass water offered made clear staff happy bare minimum go british airway avoid would interest fairness informed customer service team british airway experience far ignored hence writing review,3,2017-11-17,United Kingdom,False,0.7096,Positive
1520,1523,Solo Leisure,Business Class,London Heathrow to Seoul Incheon,3.0,4.0,2.0,2.0,3,0,verified review london heathrow seoul incheon flying return leg back korea christmas vacation pleasant experience initial leg unfortunately better experience return start unable pre order meal line due technical fault selection available outbound leg business class wanted ensure something return couldnt pre book course offered meal cabin crew run available selection quite disgraceful also unable check line directed staff use kiosk airport also work eventually made passed staff allowed queue business class check rest airport process smooth time sat rear business class cabin window seat meant step somebody else foot leg wanted get chair flight course pay extra seat selection business class point made unhappy premium cabin flight uneventful occasion warm crew appreciated overall still feel ba cheap product acceptable practice especially premium class frankly even though cheaper ticket price time paid extra seat meal choice available would better flying another carrier,1,2017-11-17,South Korea,False,0.872,Positive
1521,1524,Solo Leisure,Business Class,Seoul Incheon to London Heathrow,3.0,3.0,3.0,4.0,3,0,verified review seoul incheon london heathrow first flight ba many year brit actually looking forward flying order return home christmas board relatively new b disappointed fare paid occasion relatively good value j class cabin view however extremely disappointing see pay select seat j class know ever flown another airline charge certainly appreciate seated row window first experience cabin shock realised looking straight face passenger sitting next step leg passenger row get seat tray table sit straight pulled service even row time cabin crew came take meal order already telling two available option already run left taking korean option flight ba majority passenger seemed nonkorean clearly something wrong meal ratio offer serve snack bar flight went galley one point little available take food wise mostly drink also seemed fixed meal time something else appreciate business class day dine demand far better option passenger ife selection nothing average found overall selection somewhat limited compared carrier service product simply left feeling ba way behind carrier concluded would make point flying long haul route premium cabin,3,2017-11-16,South Korea,False,0.8417,Positive
1522,1525,Business,Economy Class,Cape Town to London,1.0,1.0,1.0,3.0,3,0,verified review flew cape town london british airway hard think good thing flight outward journey aisle seat next somebody large comfortably able occupy middle seat crew could helped poor person offering aisle made attempt three people suffered cramped condition hour food awful poor quality poor selection wine cheap spanish wine choice cabin heated uncomfortable flight ever taken return flight entertainment system working ancient plane miserable food airline used good awful,1,2017-11-16,United Kingdom,False,-0.9231,Negative
1523,1526,Solo Leisure,Business Class,London Heathrow to Bahrain,2.0,3.0,3.0,1.0,3,0,verified review london bahrain club world certainly like pack folk business class cabin configuration date hardly worthy business class cabin compared like qatar emirate etihad far superior plane old along tired cabin dirty unkempt bathroom basin permanent staining need replacing flight good choice food attentive staff cost cutting evidence amenity bag get presentation food tray personnel service gone akin economy also real negative point heathrows newest terminal guess transported aircraft bus shining example supposed modern airport flight definitely star star rating airline sit plane delayed min arrived min late exactly good timekeeping record either ife poor old film call new release near par qatar airway,9,2017-11-15,Saudi Arabia,False,0.719,Positive
1524,1527,Family Leisure,Business Class,London to Philadelphia,4.0,5.0,2.0,4.0,4,1,verified review london philadelphia ticket booked amex companion ticket effectively family travelled k business class return good value positive b journey refurbished clean great ife cabin quiet crew amazingly helpful lounge fine flight time bag quickly negative food leg wasnt great salad poor main beef meal average pudding normally show stopper great previous year food excellent return journey except crew time outstandingly helpful travelling baby toddler crew couldnt enough help real test crew landing lhr walking jetty year old daughter sick stood jetty trying sort situation crew long flight came help u amazing didnt done day ba getting much stick moment hard product fine redeeming companion ticket paying excess k crew lift product much higher level,5,2017-11-14,United Kingdom,False,0.9838,Positive
1525,1528,Business,Business Class,London to Edinburgh,1.0,3.0,3.0,3.0,1,0,verified review british airway short haul business class nothing economy class seat maximum inch pitch lounge access meal thrown worth paying three time cost economy ticket ba recently introduced business class domestic route got decent price booking well advance decided try checking efficient gallery club lounge adequate comparison whatsoever asian middle eastern airline lounge priority boarding although announced make difference economy business class passenger queue confused maneuvered cramped seat offered hot towel soon sat couldnt decide whether amused embarrassed new celebrity cast safety video spot star listen safety instruction guess something different ba trying service board surprisingly efficient swift soon take tasty snack bar service premium brand offered one hour flight service good considering one hour flight despite boeing xx layout cabin felt claustrophobic different economy seating virtually leg room branded business class extra cost justified fly club europe absolutely,2,2017-11-13,United Kingdom,False,0.9483,Positive
1526,1529,Family Leisure,Economy Class,Oakland to Gatwick,1.0,1.0,1.0,1.0,1,0,verified review requested asian vegetarian food way including return flight oakland gatwick th november disappointed requirement fulfilled told connection flight pick luggage check phoenix airport connection flight never heard normally airline checking luggage transfer passenger security check board flight reached phoenix first security took long time clear luggage took time come go different level check go security board flight return flight oakland gatwick went check luggage told staff desk tsa break lock check luggage please keep unlocked requested asian vegetarian food got special meal cholesterol fat free diet mentioned staff gave food said thats asked said sorry didnt food label clearly say seat k food still didnt believe instead apology said get back matter provide food might spare food offer min wait serving passenger came told want offer full english breakfast said vegetarian said dont option,2,2017-11-13,United Kingdom,False,0.9312,Positive
1527,1530,Business,Economy Class,Düsseldorf to London ,3.0,4.0,2.0,2.0,1,0,verified review continually disappointed british airway seems race ryanair easyjet become worst carrier uk flew düsseldorf london lounge dus closed checkin staff doesnt know sent connexion jfk showed boarding pass wouldnt interline bag partner aa recheck serve second meal hour flight lhrlax want coca cola pay p usually always fly across ocean european carrier boac recommend finnair american one world alliance point,7,2017-11-13,United States,False,-0.7003,Negative
1528,1531,Couple Leisure,Business Class,London to Santiago,3.0,4.0,3.0,4.0,3,1,verified review london santiago cabin crew generally helpful friendly cabin bit grubby crumb nut grime evidence flight home took seat saw bit wrapper ear plug give seemed left previous flight evidence whoever wields vacuum cleaner passenger board need bit thorough alcoholic drink pleasant food variable quality coffee none bad bit mediocre good many commented somewhat odd seat arrangement found bit palaver carefully step another sleeping passenger leg trying wake problem configuration video screen stowed take landing mean cant watch economy screen back seat front flight found screen seemed broken would lock position would look angle solved problem stuffing rolled magazine hinge bit take every time got seat another problem configuration storage space minimal apart overhead locker small drawer add litter problem taken polythene wrapper headphone blanket paper ring around napkin er drop floor manage sleep quite well though pillow provided thin flight back gave another one asked another small problem individual air conditioning vent seat take jacket sweater whatever lack storage space mean go overhead locker already filled little drawer dont want seem bit picky although inflight entertainment good choice film menu system seeing bit irritating divided category comedy thriller etc az wasnt unpleasant experience would advise ba interested advice need clean plane often thoroughly rethink seat configuration,7,2017-11-11,United Kingdom,False,0.8699,Positive
1529,1532,Business,Business Class,London to New York JFK,2.0,3.0,2.0,3.0,1,0,verified review london new york jfk club world reading mixed review also saw ba upgrading standard flight nyc particular looking forward flight optimistic still business class belongs aircraft tatty polite worn carpet seat various malfunctioning broken item washroom grimy word go staff tried hard offer modicum good service called food improvement really much better premium economy cabin flown pay ticket ba talk lot premium standard even pay todollar business class standard well even u counterpart complete ripoff sum,6,2017-11-11,United Kingdom,False,0.4902,Neutral
1530,1533,Couple Leisure,Business Class,Johannesburg to Victoria Falls,1.0,3.0,3.0,1.0,1,0,verified review wife booked two round trip business class air ticket johannesburg victoria fall british airway comair turned business class seat different seat economy class exactly width pitch actually british airway simply separated several seat front rest aircraft cabin curtain called business class moreover preflight accommodation better economy class passenger british airway even lodge business class passenger victoria fall yes flight served sparkling wine snack difference substantiate paying two round trip ticket rather would cost economy class ticket,5,2017-11-10,United States,False,0.7783,Positive
1531,1534,Couple Leisure,Business Class,London to Mumbai,3.0,4.0,2.0,5.0,1,0,verified review london mumbai electric seat working may related remote control completely broken loose wire etc call button light kept coming impossible control time actually want contact flight attendant use husband remote control connection loose remote meant thing changing tv screen without able control eg would press play screen program would pause start rewinding without anything remote controller broken would return properly socket kept pinging back annoying trying relax seat tv screen faulty usual push release button work push button try pull screen tough even cabin crew could release properly footrest stiff hard manoeuvre husband help every time wanted move husband footrest broken charging socket seat work could charge phone laptop entire flight husband charging socket also work flight attendant told issue seat row related seat however storage unit seatrow kept opening throughout flight attendant would shut would open happened take landing well throughout flight level airline club world seat acceptable rely personal equipment return flight first time flown business class spent ten thousand pound american express card earn point required generate companion voucher u able fly business class honeymoon whilst outbound flight great disappointed return flight shocked poor quality seat hostess tried reset screen made difference fact situation got worse tried turn screen hostess attempted reset screen kept flicking remaining hr flight imagine annoying screen flick way controlling impossible turn screen completely,2,2017-11-10,United Kingdom,False,-0.9507,Negative
1532,1535,Family Leisure,Business Class,London to Johannesburg,2.0,2.0,2.7078152753108347,1.0,1,0,verified review travelled johannesburg london heathrow sunday nd october flight ba husband meant travel two daughter flight rd october refused boarding ground child travel single parent south africa requirement booking ticket via ba website notification airline stage requirement even front page embassy website well hidden drop menu usually requirement like esta entry u ba sends prompt however nothing case ba system parent travelled ba already reach johannesburg day ba counter staff airport refused help husband travelling year old alternative instead directed use website cancel ticket given wrong email address first finally managed get touch customer relation refused refund ticket cost refunded tax total overall service way dealt extremely stressful airport offputting said would use complain improve process refund excess gbp k ticket cancelled prior flight upon refused boarding even return flight within hr booking airline offer alternative attitude extremely dismissive even though husband frequent traveller silver card executive program avoid travelling ba even work event received better treatment low cost airline past,1,2017-11-09,United Kingdom,False,-0.9041,Negative
